User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Year_round_warm,Latitude,Site,Tissue_Type,Notes,Comments
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Mean,,72.711,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Var,,4.578,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Mean,,83.099,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Warmed_Var,,6.162,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Mean,,72.359,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,Shoot_length,mean_SD,,mm,Ambient_Var,,7.221,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Mean,,80.421,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Var,,3.79,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Mean,,72.421,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Var,,4.632,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Mean,,83.789,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Var,,4.913,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Mean,,74.667,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Var,,3.649,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Mean,,70.456,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Var,,5.053,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Mean,,63.719,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Var,,3.088,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Mean,,72.702,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Warmed_Var,,4.912,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Mean,,65.965,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig2,SLA,mean_SD,,cm^2/g,Ambient_Var,,3.228,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,0.722,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"leaf, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.055,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"leaf, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,0.6,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"leaf, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.07,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"leaf, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,0.83,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"leaf, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.088,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"leaf, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,0.649,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"leaf, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.063,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"leaf, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,4.871,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"leaf, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.321,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"leaf, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,4.253,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"leaf, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.346,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"leaf, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,5.341,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"leaf, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.366,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"leaf, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,4.683,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"leaf, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.341,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"leaf, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,0.475,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Stem,"stem, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.044,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Stem,"stem, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,0.413,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Stem,"stem, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.055,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Stem,"stem, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,0.537,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Stem,"stem, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.047,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Stem,"stem, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,0.46,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Stem,"stem, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.041,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Stem,"stem, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,5.761,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Stem,"stem, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.643,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Stem,"stem, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,5.019,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Stem,"stem, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.594,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Stem,"stem, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Mean,,6.293,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Stem,"stem, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Warmed_Var,,0.561,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Stem,"stem, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Mean,,5.341,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Stem,"stem, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_above,mean_SD,,g,Ambient_Var,,0.561,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Stem,"stem, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Mean,,0.313,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Root,"root, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Var,,0.026,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Root,"root, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Mean,,0.273,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Root,"root, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Var,,0.036,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Root,"root, 2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Mean,,0.34,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Root,"root, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Var,,0.033,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Root,"root, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Mean,,0.307,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Root,"root, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Var,,0.044,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Root,"root, 2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Mean,,2.201,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Root,"root, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Var,,0.37,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Root,"root, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Mean,,1.879,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Root,"root, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Var,,0.297,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Root,"root, 8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Mean,,2.439,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Root,"root, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Warmed_Var,,0.244,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Root,"root, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Mean,,2.146,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Root,"root, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_below,mean_SD,,g,Ambient_Var,,0.415,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Root,"root, 8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Mean,,1.492,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Total,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Var,,0.136,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Total,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Mean,,1.293,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Total,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Var,,0.155,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Total,"2 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Mean,,1.721,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Total,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Var,,0.113,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Total,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Mean,,1.428,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Total,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Var,,0.132,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Total,"2 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Mean,,12.824,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Total,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Var,,0.989,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Total,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Mean,,11.176,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Total,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Var,,1.022,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Total,"8 yr seedlings, plantation",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Mean,,14.016,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Total,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Warmed_Var,,0.781,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Total,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Mean,,12.163,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Total,"8 yr seedlings, natural forest",
FS,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig3,Biomass_total,mean_SD,,g,Ambient_Var,,1.008,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Total,"8 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Mean,,10.341,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"2 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Var,,0.625,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"2 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Mean,,9.83,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"2 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Var,,0.568,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_2yr,Leaf,"2 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Mean,,10.966,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"8 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Var,,0.625,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"8 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Mean,,10,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"8 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Var,,0.682,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Plantation_8yr,Leaf,"8 yr seedlings, plantation",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Mean,,11.364,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"2 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Var,,0.724,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"2 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Mean,,10.341,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"2 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Var,,0.753,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_2yr,Leaf,"2 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Mean,,12.045,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"8 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Warmed_Var,,0.568,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"8 yr seedlings, natural forest",
KD,4,Xu_2012_EnvironExpBot,2008,Pub4_Fig5,Nitrogen_above,mean_SD,,g/kg,Ambient_Mean,,10.739,Ever_Tree,Picea,asperata,1.2,GrowingSeason_average,1,Yes,31.58333,Natural_Forest_8yr,Leaf,"8 yr seedlings, natural forest",
