User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Yunits,Func_group,Genus,Species,Native_Status,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Longitude,Max_lat_of_species,Year_round_warm,Site,Tissue_Type,Lichen_Moss_Type,Warmed_Mean,Warmed_Var,Warmed_N,Ambient_Mean,Ambient_Var,Ambient_N,Notes,Comments,To_Remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,,No,,,,216.869,1.414,,212.828,1.414,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,,No,,,,219.394,2.727,,217.374,1.212,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,,No,,,,211.414,2.424,,213.03,1.313,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,0.58,-36.84331,146.33679,-35.29845,No,,,,250.806,0.313,,250.806,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,1.58,-36.84331,146.33679,-35.29845,No,,,,258.871,2.097,,251.613,3.065,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,-35.29845,No,,,,222.258,1.452,,222.258,1.452,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,-35.29845,No,,,,265.806,0.968,,264.516,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig3,Phen_seed_set,mean_SE,julian_date,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,-35.29845,No,,,,247.097,2.097,,248.548,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Erigeron,annuus,Non_native,0.9,GrowingSeason_average,0.58,-36.84331,146.33679,60,No,,,,36.667,1.429,,31.905,2.381,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Erigeron,annuus,Non_native,0.9,GrowingSeason_average,1.58,-36.84331,146.33679,60,No,,,,42.381,0,,39.762,2.381,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Erigeron,annuus,Non_native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,60,No,,,,34.762,0,,31.905,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Erigeron,annuus,Non_native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,60,No,,,,39.19,2.381,,38.238,1.905,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Erigeron,annuus,Non_native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,60,No,,,,36.095,0,,35.143,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Carex,breviculmis,Native,0.9,GrowingSeason_average,0.58,-36.84331,146.33679,54.05946,No,,,,13.125,0,,13.125,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Carex,breviculmis,Native,0.9,GrowingSeason_average,1.58,-36.84331,146.33679,54.05946,No,,,,41.875,2.812,,45.625,2.5,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Carex,breviculmis,Native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,54.05946,No,,,,48.125,0,,49.375,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Carex,breviculmis,Native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,54.05946,No,,,,50.312,3.75,,48.438,2.5,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Carex,breviculmis,Native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,54.05946,No,,,,53.75,2.5,,52.188,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Craspedia,aurantia,Native,0.9,GrowingSeason_average,0.58,-36.84331,146.33679,,No,,,,23.409,2.045,,32.5,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Craspedia,aurantia,Native,0.9,GrowingSeason_average,1.58,-36.84331,146.33679,,No,,,,29.773,1.364,,23.864,2.5,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Craspedia,aurantia,Native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,,No,,,,24.318,1.136,,20.682,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Craspedia,aurantia,Native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,,No,,,,29.545,3.182,,22.727,2.955,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Craspedia,aurantia,Native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,,No,,,,38.409,1.591,,36.818,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,1.58,-36.84331,146.33679,,No,,,,52.687,1.642,,48.955,1.343,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,,No,,,,60.746,7.612,,51.045,1.493,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,,No,,,,63.582,4.328,,57.015,2.239,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Forb,Ranunculus,victoriensis,Native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,,No,,,,50.448,2.09,,48.358,1.343,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,0.58,-36.84331,146.33679,-35.29845,No,,,,27.308,0,,24.615,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,1.58,-36.84331,146.33679,-35.29845,No,,,,31.538,3.077,,26.154,3.077,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,2.58,-36.84331,146.33679,-35.29845,No,,,,20.769,0,,15.385,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,3.58,-36.84331,146.33679,-35.29845,No,,,,66.154,4.615,,53.077,0,,,,remove
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig5,Phen_flwr_lifespan,mean_SE,days,Graminoid,Poa,hiemata,Native,0.9,GrowingSeason_average,4.58,-36.84331,146.33679,-35.29845,No,,,,33.077,0,,29.615,0,,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,,0.3,0.2,24,0.5,0.3,24,No. plots per treatment,n determined from text,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,,0.3,0.2,24,0.4,0.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,,0.5,0.2,24,0.6,0.4,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,,0.6,0.4,24,0.4,0.2,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,,29.8,2.3,24,29.2,1.5,24,,"from pub 40, removing functional group categories that also contain species within them in order to not replicate the same data",remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,,26.1,2.4,24,22.6,1.5,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,,33,1.7,24,35.5,1.7,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,,26.9,1.9,24,23.2,2.1,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Cassiope,tetragona,Native,,,1,70.45,-157.4,83.00088,No,Atqasuk_dry,,,7.2,0.9,24,6.3,0.5,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Cassiope,tetragona,Native,,,4,70.45,-157.4,83.00088,No,Atqasuk_dry,,,5.5,0.8,24,4.7,0.5,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Cassiope,tetragona,Native,,,11,70.45,-157.4,83.00088,No,Atqasuk_dry,,,7.7,1.2,24,6,0.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Cassiope,tetragona,Native,,,16,70.45,-157.4,83.00088,No,Atqasuk_dry,,,6.2,0.9,24,3.3,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Diapensia,lapponica,Non_native,,,1,70.45,-157.4,73.37306,No,Atqasuk_dry,,,3.5,0.6,24,3.8,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Diapensia,lapponica,Non_native,,,4,70.45,-157.4,73.37306,No,Atqasuk_dry,,,3.3,0.5,24,2.2,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Diapensia,lapponica,Non_native,,,11,70.45,-157.4,73.37306,No,Atqasuk_dry,,,3.9,0.6,24,3.8,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Diapensia,lapponica,Non_native,,,16,70.45,-157.4,73.37306,No,Atqasuk_dry,,,2.5,0.5,24,2.6,0.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Rhododendron,tomentosum,Native,,,1,70.45,-157.4,75.37013,No,Atqasuk_dry,,,11.9,1.6,24,11.5,1.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Rhododendron,tomentosum,Native,,,4,70.45,-157.4,75.37013,No,Atqasuk_dry,,,10.6,1.8,24,9.8,1.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Rhododendron,tomentosum,Native,,,11,70.45,-157.4,75.37013,No,Atqasuk_dry,,,13.8,1.6,24,14.5,1.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Rhododendron,tomentosum,Native,,,16,70.45,-157.4,75.37013,No,Atqasuk_dry,,,11.5,1.3,24,9.8,1.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Vaccinium,vitis-idaea,Native,,,1,70.45,-157.4,76.83,No,Atqasuk_dry,,,7.2,0.8,24,7.6,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Vaccinium,vitis-idaea,Native,,,4,70.45,-157.4,76.83,No,Atqasuk_dry,,,6.8,0.7,24,6,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Vaccinium,vitis-idaea,Native,,,11,70.45,-157.4,76.83,No,Atqasuk_dry,,,7.6,0.7,24,11.3,1.4,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Ever_Shrub,Vaccinium,vitis-idaea,Native,,,16,70.45,-157.4,76.83,No,Atqasuk_dry,,,6.7,0.9,24,7.4,1.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,,0.7,0.2,24,0.7,0.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,,0.8,0.3,24,0.4,0.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,,1.5,0.4,24,0.8,0.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,,1.4,0.5,24,0.6,0.2,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,,12.6,1.6,24,12.3,1.7,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,,6.4,1,24,9,1.7,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,,15.9,1.4,24,18.3,1.9,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,,9.2,1.4,24,10.7,1.4,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Anthoxanthum,monticola,Native,,,1,70.45,-157.4,81.26667,No,Atqasuk_dry,,,2.8,0.7,24,3,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Anthoxanthum,monticola,Native,,,4,70.45,-157.4,81.26667,No,Atqasuk_dry,,,1.3,0.3,24,1.4,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Anthoxanthum,monticola,Native,,,11,70.45,-157.4,81.26667,No,Atqasuk_dry,,,4.9,0.9,24,3.3,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Anthoxanthum,monticola,Native,,,16,70.45,-157.4,81.26667,No,Atqasuk_dry,,,2.2,0.5,24,2.3,0.5,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Luzula,confusa,Native,,,1,70.45,-157.4,83.1,No,Atqasuk_dry,,,6.3,1.1,24,5.3,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Luzula,confusa,Native,,,4,70.45,-157.4,83.1,No,Atqasuk_dry,,,3.1,0.6,24,4.4,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Luzula,confusa,Native,,,11,70.45,-157.4,83.1,No,Atqasuk_dry,,,7.1,1.1,24,9.4,1.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Luzula,confusa,Native,,,16,70.45,-157.4,83.1,No,Atqasuk_dry,,,3.4,0.7,24,3.6,0.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Bryophyte,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,,10.5,1.3,24,9.8,0.8,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Bryophyte,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,,11.3,1.1,24,12,0.8,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Bryophyte,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,,7.9,1,24,7.9,0.7,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Bryophyte,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,,6.5,1,24,6.4,0.6,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Moss,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,Acrocarpous,7.2,0.9,24,8,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Moss,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,Acrocarpous,8.3,0.9,24,10.2,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Moss,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,Acrocarpous,4.6,0.8,24,4.5,0.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Moss,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,Acrocarpous,5.3,0.9,24,5.3,0.6,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,,67.2,2.2,24,60.1,1.8,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,,55.8,3.5,24,56.3,1.8,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,,37.4,2.3,24,39.3,2.3,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,,18.9,1.6,24,23.8,1.7,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,Crustose,1.5,0.3,24,1.8,0.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,Crustose,7.8,1,24,8.1,0.3,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,Crustose,2.3,0.5,24,2.1,0.4,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,Crustose,4.3,0.8,24,4.8,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,Foliose,15.9,1.1,24,16.6,1.2,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,Foliose,8.5,0.8,24,12.3,1.2,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,Foliose,9.2,0.9,24,10.7,0.8,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,Foliose,4.8,0.6,24,5.8,0.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,1,70.45,-157.4,,No,Atqasuk_dry,,Fruticose,49.8,1.9,24,41.8,1.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,4,70.45,-157.4,,No,Atqasuk_dry,,Fruticose,39.5,2.6,24,36,1.7,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,11,70.45,-157.4,,No,Atqasuk_dry,,Fruticose,25.9,1.8,24,26.5,2.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Lichen,,,,,,16,70.45,-157.4,,No,Atqasuk_dry,,Fruticose,9.9,1,24,13.2,1.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,1,70.45,-157.4,,No,Atqasuk_wet,,,6.2,0.9,24,8,1.5,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,4,70.45,-157.4,,No,Atqasuk_wet,,,8,1.2,24,8.6,1.5,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,11,70.45,-157.4,,No,Atqasuk_wet,,,7,0.9,24,8,15,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,,,,,,16,70.45,-157.4,,No,Atqasuk_wet,,,7.5,0.9,24,7.8,1.2,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,Salix,pulchra,Native,,,1,70.45,-157.4,75.29449,No,Atqasuk_wet,,,5.3,0.9,24,6.5,1.5,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,Salix,pulchra,Native,,,4,70.45,-157.4,75.29449,No,Atqasuk_wet,,,6.6,1.2,24,7.3,1.5,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,Salix,pulchra,Native,,,11,70.45,-157.4,75.29449,No,Atqasuk_wet,,,6,0.8,24,5.5,1.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Decid_Shrub,Salix,pulchra,Native,,,16,70.45,-157.4,75.29449,No,Atqasuk_wet,,,4.7,1,24,5,1.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,1,70.45,-157.4,,No,Atqasuk_wet,,,0.5,0.2,24,0.5,0.2,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,4,70.45,-157.4,,No,Atqasuk_wet,,,0.3,0.2,24,0.5,0.2,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,11,70.45,-157.4,,No,Atqasuk_wet,,,0.2,0.1,24,0.3,0.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Forb,,,,,,16,70.45,-157.4,,No,Atqasuk_wet,,,0.2,0.1,24,0.1,0.1,24,,,
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,1,70.45,-157.4,,No,Atqasuk_wet,,,26.5,1.5,24,27.8,1.5,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,4,70.45,-157.4,,No,Atqasuk_wet,,,23.6,1.8,24,19.7,1.5,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,11,70.45,-157.4,,No,Atqasuk_wet,,,40,1.7,24,32.8,1.4,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,,,,,,16,70.45,-157.4,,No,Atqasuk_wet,,,32.3,1.8,24,26.8,1.1,24,,,remove
EP,40,Hollister_2015_EcolEvol,1995,Pub40_Tbl2,Perc_cover,mean_SE,percent,Graminoid,Carex,aquatilis,Native,,,1,70.45,-157.4,82.51167,No,Atqasuk_wet,,,18.5,1.2,24,19.8,1.2,24,,,
