"User","Pub_number","Pub_info","Study_year_start","File_name","Var_type","Var_type_broad","Value_error","Yunits","Func_group","Func_group_broad","Family","Genus","Species","Genus_Species","Native_Status","Amount_warmed_C","Amount_warmed_type","Years_warmed","Year_round_warm","Latitude","Longitude","Max_lat_of_species","Lat_difference","Site","Tissue_Type","Tissue_Type_broad","Lichen_Moss_Type","Warmed_Mean","Warmed_SD","Warmed_N","Ambient_Mean","Ambient_SD","Ambient_N","Elevation_m","Mean_annual_temp","Mean_annual_precip","Abs_Latitude","yi","vi"
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Diapensiaceae","Diapensia","lapponica","Diapensia_lapponica","Non_Native",NA,"",1,"No",70.45,-157.4,73.37306,2.92305999999999,"Atqasuk_dry","","","",3.5,2.93938769133981,24,3.8,3.42928563989645,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0923923388723197,0.0834222535862739
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Diapensiaceae","Diapensia","lapponica","Diapensia_lapponica","Non_Native",NA,"",4,"No",70.45,-157.4,73.37306,2.92305999999999,"Atqasuk_dry","","","",3.3,2.44948974278318,24,2.2,3.42928563989645,24,23,-10.5857708652814,11.4166666666667,70.45,0.36307888632202,0.084706523725967
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Diapensiaceae","Diapensia","lapponica","Diapensia_lapponica","Non_Native",NA,"",11,"No",70.45,-157.4,73.37306,2.92305999999999,"Atqasuk_dry","","","",3.9,2.93938769133981,24,3.8,3.42928563989645,24,23,-10.5857708652814,11.4166666666667,70.45,0.0307974462907733,0.0833432133614378
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Diapensiaceae","Diapensia","lapponica","Diapensia_lapponica","Non_Native",NA,"",16,"No",70.45,-157.4,73.37306,2.92305999999999,"Atqasuk_dry","","","",2.5,2.44948974278318,24,2.6,2.93938769133981,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0363545900619257,0.0833471005856101
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",NA,"",1,"No",70.45,-157.4,75.37013,4.92013,"Atqasuk_dry","","","",11.9,7.83836717690617,24,11.5,7.83836717690617,24,23,-10.5857708652814,11.4166666666667,70.45,0.0501936964832271,0.0833595771579859
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",NA,"",4,"No",70.45,-157.4,75.37013,4.92013,"Atqasuk_dry","","","",10.6,8.81816307401944,24,9.8,7.83836717690617,24,23,-10.5857708652814,11.4166666666667,70.45,0.0943192110948319,0.0834260011831412
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",NA,"",11,"No",70.45,-157.4,75.37013,4.92013,"Atqasuk_dry","","","",13.8,7.83836717690617,24,14.5,7.83836717690617,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0878389688456473,0.0834137050463319
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Rhododendron","tomentosum","Rhododendron_tomentosum","Native",NA,"",16,"No",70.45,-157.4,75.37013,4.92013,"Atqasuk_dry","","","",11.5,6.36867333123626,24,9.8,6.36867333123626,24,23,-10.5857708652814,11.4166666666667,70.45,0.262551643143034,0.0840513892220532
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",NA,"",1,"No",70.45,-157.4,76.83,6.38,"Atqasuk_dry","","","",7.2,3.91918358845308,24,7.6,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.100387392966454,0.0834383086319438
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",NA,"",4,"No",70.45,-157.4,76.83,6.38,"Atqasuk_dry","","","",6.8,3.42928563989645,24,6,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,0.213685441574073,0.0838089736243824
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",NA,"",11,"No",70.45,-157.4,76.83,6.38,"Atqasuk_dry","","","",7.6,3.42928563989645,24,11.3,6.8585712797929,24,23,-10.5857708652814,11.4166666666667,70.45,-0.671185941439623,0.0880259434165228
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Ever_Shrub","Shrub","Ericaceae","Vaccinium","vitis-idaea","Vaccinium_vitis-idaea","Native",NA,"",16,"No",70.45,-157.4,76.83,6.38,"Atqasuk_dry","","","",6.7,4.40908153700972,24,7.4,5.38887743412299,24,23,-10.5857708652814,11.4166666666667,70.45,-0.139844865201785,0.0835370477742011
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","",0.7,0.979795897113271,24,0.7,1.46969384566991,24,23,-10.5857708652814,11.4166666666667,70.45,0,0.0833333333333333
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","",0.8,1.46969384566991,24,0.4,1.46969384566991,24,23,-10.5857708652814,11.4166666666667,70.45,0.267699714577211,0.0840798243456742
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","",1.5,1.95959179422654,24,0.8,1.46969384566991,24,23,-10.5857708652814,11.4166666666667,70.45,0.397513795348423,0.0849793460155449
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","",1.4,2.44948974278318,24,0.6,0.979795897113271,24,23,-10.5857708652814,11.4166666666667,70.45,0.421808335184393,0.0851866903294899
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",NA,"",1,"No",70.45,-157.4,81.26667,10.81667,"Atqasuk_dry","","","",2.8,3.42928563989645,24,3,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0534213603935184,0.0833630608515239
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",NA,"",4,"No",70.45,-157.4,81.26667,10.81667,"Atqasuk_dry","","","",1.3,1.46969384566991,24,1.4,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0332324790241909,0.0833448374756468
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",NA,"",11,"No",70.45,-157.4,81.26667,10.81667,"Atqasuk_dry","","","",4.9,4.40908153700972,24,3.3,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,0.377276844379328,0.0848160189302586
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Poaceae","Anthoxanthum","monticola","Anthoxanthum_monticola","Native",NA,"",16,"No",70.45,-157.4,81.26667,10.81667,"Atqasuk_dry","","","",2.2,2.44948974278318,24,2.3,2.44948974278318,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0401549571865815,0.083350129381111
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Juncaceae","Luzula","confusa","Luzula_confusa","Native",NA,"",1,"No",70.45,-157.4,83.1,12.65,"Atqasuk_dry","","","",6.3,5.38887743412299,24,5.3,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,0.208755682017262,0.0837872805705676
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Juncaceae","Luzula","confusa","Luzula_confusa","Native",NA,"",4,"No",70.45,-157.4,83.1,12.65,"Atqasuk_dry","","","",3.1,2.93938769133981,24,4.4,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.369119952823536,0.0847525993705463
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Juncaceae","Luzula","confusa","Luzula_confusa","Native",NA,"",11,"No",70.45,-157.4,83.1,12.65,"Atqasuk_dry","","","",7.1,5.38887743412299,24,9.4,5.38887743412299,24,23,-10.5857708652814,11.4166666666667,70.45,-0.419801825132445,0.0851690997123389
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Juncaceae","Luzula","confusa","Luzula_confusa","Native",NA,"",16,"No",70.45,-157.4,83.1,12.65,"Atqasuk_dry","","","",3.4,3.42928563989645,24,3.6,2.93938769133981,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0615948925815465,0.0833728534457514
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Acrocarpous",7.2,4.40908153700972,24,8,3.42928563989645,24,23,-10.5857708652814,11.4166666666667,70.45,-0.199224378283147,0.083746774509399
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Acrocarpous",8.3,4.40908153700972,24,10.2,3.42928563989645,24,23,-10.5857708652814,11.4166666666667,70.45,-0.473157898422475,0.0856653999670789
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Acrocarpous",4.6,3.91918358845308,24,4.5,2.93938769133981,24,23,-10.5857708652814,11.4166666666667,70.45,0.0283938425248873,0.0833417313572222
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Acrocarpous",5.3,4.40908153700972,24,5.3,2.93938769133981,24,23,-10.5857708652814,11.4166666666667,70.45,0,0.0833333333333333
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Crustose",1.5,1.46969384566991,24,1.8,1.46969384566991,24,23,-10.5857708652814,11.4166666666667,70.45,-0.200774785932908,0.083753234527775
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Crustose",7.8,4.89897948556636,24,8.1,1.46969384566991,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0815891061263017,0.0834026748149843
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Crustose",2.3,2.44948974278318,24,2.1,1.95959179422654,24,23,-10.5857708652814,11.4166666666667,70.45,0.0886874640316867,0.0834152652737122
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Crustose",4.3,3.91918358845308,24,4.8,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.125484241208068,0.0834973572374121
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Foliose",15.9,5.38887743412299,24,16.6,5.87877538267963,24,23,-10.5857708652814,11.4166666666667,70.45,-0.122095391678334,0.0834886175486363
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Foliose",8.5,3.91918358845308,24,12.3,5.87877538267963,24,23,-10.5857708652814,11.4166666666667,70.45,-0.748128325956806,0.0891634999176972
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Foliose",9.2,4.40908153700972,24,10.7,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.35369704160562,0.0846364749712559
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Foliose",4.8,2.93938769133981,24,5.8,3.42928563989645,24,23,-10.5857708652814,11.4166666666667,70.45,-0.307974462907733,0.0843213361437844
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Fruticose",49.8,9.30806102257607,24,41.8,8.3282651254628,24,23,-10.5857708652814,11.4166666666667,70.45,0.890958505232501,0.0916021568546472
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Fruticose",39.5,12.7373466624725,24,36,8.3282651254628,24,23,-10.5857708652814,11.4166666666667,70.45,0.319910546001855,0.0843994037233667
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Fruticose",25.9,8.81816307401944,24,26.5,10.2878569196893,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0615948925815466,0.0833728534457514
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Lichen","Lichen",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_dry","","","Fruticose",9.9,4.89897948556636,24,13.2,5.38887743412299,24,23,-10.5857708652814,11.4166666666667,70.45,-0.630292257655741,0.0874715451047997
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub","Salicaceae","Salix","pulchra","Salix_pulchra","Native",NA,"",1,"No",70.45,-157.4,75.29449,4.84448999999999,"Atqasuk_wet","","","",5.3,4.40908153700972,24,6.5,7.34846922834953,24,23,-10.5857708652814,11.4166666666667,70.45,-0.194780152791096,0.0837285344575138
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub","Salicaceae","Salix","pulchra","Salix_pulchra","Native",NA,"",4,"No",70.45,-157.4,75.29449,4.84448999999999,"Atqasuk_wet","","","",6.6,5.87877538267963,24,7.3,7.34846922834953,24,23,-10.5857708652814,11.4166666666667,70.45,-0.103468708036968,0.0834448518077379
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub","Salicaceae","Salix","pulchra","Salix_pulchra","Native",NA,"",11,"No",70.45,-157.4,75.29449,4.84448999999999,"Atqasuk_wet","","","",6,3.91918358845308,24,5.5,5.38887743412299,24,23,-10.5857708652814,11.4166666666667,70.45,0.104377841008631,0.0834468201426419
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Decid_Shrub","Shrub","Salicaceae","Salix","pulchra","Salix_pulchra","Native",NA,"",16,"No",70.45,-157.4,75.29449,4.84448999999999,"Atqasuk_wet","","","",4.7,4.89897948556636,24,5,5.38887743412299,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0572992961505219,0.0833675334306182
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","",0.5,0.979795897113271,24,0.5,0.979795897113271,24,23,-10.5857708652814,11.4166666666667,70.45,0,0.0833333333333333
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","",0.3,0.979795897113271,24,0.5,0.979795897113271,24,23,-10.5857708652814,11.4166666666667,70.45,-0.200774785932908,0.083753234527775
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","",0.2,0.489897948556636,24,0.3,0.489897948556636,24,23,-10.5857708652814,11.4166666666667,70.45,-0.200774785932908,0.083753234527775
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Forb","Forb",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","",0.2,0.489897948556636,24,0.1,0.489897948556636,24,23,-10.5857708652814,11.4166666666667,70.45,0.200774785932908,0.083753234527775
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Carex","aquatilis","Carex_aquatilis","Native",NA,"",1,"No",70.45,-157.4,82.51167,12.06167,"Atqasuk_wet","","","",18.5,5.87877538267963,24,19.8,5.87877538267963,24,23,-10.5857708652814,11.4166666666667,70.45,-0.217506018093984,0.083826134040699
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Carex","aquatilis","Carex_aquatilis","Native",NA,"",4,"No",70.45,-157.4,82.51167,12.06167,"Atqasuk_wet","","","",15.2,4.89897948556636,24,12.6,5.87877538267963,24,23,-10.5857708652814,11.4166666666667,70.45,0.472609670805033,0.0856599989681088
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Carex","aquatilis","Carex_aquatilis","Native",NA,"",11,"No",70.45,-157.4,82.51167,12.06167,"Atqasuk_wet","","","",30.1,5.38887743412299,24,24.5,5.87877538267963,24,23,-10.5857708652814,11.4166666666667,70.45,0.976763133426669,0.0932715231127238
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Carex","aquatilis","Carex_aquatilis","Native",NA,"",16,"No",70.45,-157.4,82.51167,12.06167,"Atqasuk_wet","","","",23,6.8585712797929,24,18.1,5.38887743412299,24,23,-10.5857708652814,11.4166666666667,70.45,0.781430968043422,0.08969410789393
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","angustifolium","Eriophorum_angustifolium","Native",NA,"",1,"No",70.45,-157.4,82.56667,12.11667,"Atqasuk_wet","","","",3.1,2.93938769133981,24,3.3,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0567876850497747,0.0833669254288887
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","angustifolium","Eriophorum_angustifolium","Native",NA,"",4,"No",70.45,-157.4,82.56667,12.11667,"Atqasuk_wet","","","",3.6,3.42928563989645,24,4.5,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,-0.240396121770833,0.0839353155766923
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","angustifolium","Eriophorum_angustifolium","Native",NA,"",11,"No",70.45,-157.4,82.56667,12.11667,"Atqasuk_wet","","","",4.9,3.42928563989645,24,4.6,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,0.0801320405902777,0.0834002202492621
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","angustifolium","Eriophorum_angustifolium","Native",NA,"",16,"No",70.45,-157.4,82.56667,12.11667,"Atqasuk_wet","","","",0.2,0.489897948556636,24,0.1,0.489897948556636,24,23,-10.5857708652814,11.4166666666667,70.45,0.200774785932908,0.083753234527775
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","chamissonis","Eriophorum_chamissonis","Native",NA,"",1,"No",70.45,-157.4,77.6,7.14999999999999,"Atqasuk_wet","","","",4.5,2.93938769133981,24,4.5,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,0,0.0833333333333333
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","chamissonis","Eriophorum_chamissonis","Native",NA,"",4,"No",70.45,-157.4,77.6,7.14999999999999,"Atqasuk_wet","","","",4.5,3.91918358845308,24,2.4,3.91918358845308,24,23,-10.5857708652814,11.4166666666667,70.45,0.527033813073884,0.0862267150012833
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","chamissonis","Eriophorum_chamissonis","Native",NA,"",11,"No",70.45,-157.4,77.6,7.14999999999999,"Atqasuk_wet","","","",3.8,2.93938769133981,24,2.8,2.44948974278318,24,23,-10.5857708652814,11.4166666666667,70.45,0.363545900619256,0.0847100585610111
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Graminoid","Graminoid","Cyperaceae","Eriophorum","chamissonis","Eriophorum_chamissonis","Native",NA,"",16,"No",70.45,-157.4,77.6,7.14999999999999,"Atqasuk_wet","","","",3.1,2.93938769133981,24,3.2,1.95959179422654,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0393751750503583,0.0833494833792734
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","Acrocarpous",31.8,16.6565302509256,24,31.5,20.0858158908221,24,23,-10.5857708652814,11.4166666666667,70.45,0.0159924777875771,0.0833359974931853
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","Acrocarpous",31,22.5353056336052,24,32,20.0858158908221,24,23,-10.5857708652814,11.4166666666667,70.45,-0.046079087562389,0.0833554508574019
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",11,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","Acrocarpous",29,16.6565302509256,24,29.5,19.1060199937088,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0274391079391745,0.0833411760900468
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",16,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","Acrocarpous",17,12.2474487139159,24,22.5,16.6565302509256,24,23,-10.5857708652814,11.4166666666667,70.45,-0.370045305610326,0.0847597242521275
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",1,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","Pleurocarpous",48.6,15.1868364052557,24,49.7,19.1060199937088,24,23,-10.5857708652814,11.4166666666667,70.45,-0.0626925544676954,0.0833742745456842
"EP",40,"Hollister_2015_EcolEvol",1995,"Pub40_Tbl2","Percent_cover","Percent_cover","mean_SD","percent","Moss","Bryophyte",NA,"","","_","",NA,"",4,"No",70.45,-157.4,NA,NA,"Atqasuk_wet","","","Pleurocarpous",55.9,20.5757138393787,24,54.9,25.474693324945,24,23,-10.5857708652814,11.4166666666667,70.45,0.0424783449314029,0.0833521292686262
