User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Year_round_warm,Site,Tissue_Type,Notes,Comments
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Var,,,Graminoid,Calamagrostis,lapponica,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Mean,,0.1,Graminoid,Calamagrostis,lapponica,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Var,,,Graminoid,Calamagrostis,lapponica,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Mean,,0.067,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Var,,,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Mean,,0.062,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Var,,,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Mean,,0.071,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Var,,,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Mean,,0.067,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Var,,,Ever_Shrub,Vaccinium,vitis-idaea,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Mean,,0.629,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Var,,,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Mean,,0.442,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Var,,,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,0.083,68.35,Yes,,,1995,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Mean,,0.725,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Warmed_Var,,,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Mean,,0.529,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,81,Little_2015_Ecosphere,1995,Pub81_Fig4,Perc_cover,,,percent,Ambient_Var,,,Decid_Shrub,Betula,nana,1.4,GrowingSeason_average,6.083,68.35,Yes,,,2001,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,14.655,Graminoid,,,,,0.083,73.13333,No,Wetland,Total,10-18 June,Panel A
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,0.517,Graminoid,,,,,0.083,73.13333,No,Wetland,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,12.414,Graminoid,,,,,0.083,73.13333,No,Wetland,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,1.207,Graminoid,,,,,0.083,73.13333,No,Wetland,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,24.138,Graminoid,,,,,0.125,73.13333,No,Wetland,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,2.241,Graminoid,,,,,0.125,73.13333,No,Wetland,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,19.31,Graminoid,,,,,0.125,73.13333,No,Wetland,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,1.379,Graminoid,,,,,0.125,73.13333,No,Wetland,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,37.414,Graminoid,,,,,0.17,73.13333,No,Wetland,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,2.414,Graminoid,,,,,0.17,73.13333,No,Wetland,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,26.552,Graminoid,,,,,0.17,73.13333,No,Wetland,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,1.724,Graminoid,,,,,0.17,73.13333,No,Wetland,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,43.103,Graminoid,,,,,0.212,73.13333,No,Wetland,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,2.759,Graminoid,,,,,0.212,73.13333,No,Wetland,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,35.517,Graminoid,,,,,0.212,73.13333,No,Wetland,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,1.897,Graminoid,,,,,0.212,73.13333,No,Wetland,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,6.864,Graminoid,,,,,0.083,73.13333,No,Mesic_tundra,Total,15-24 June,Panel B
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,0.678,Graminoid,,,,,0.083,73.13333,No,Mesic_tundra,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,5.508,Graminoid,,,,,0.083,73.13333,No,Mesic_tundra,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,0.508,Graminoid,,,,,0.083,73.13333,No,Mesic_tundra,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,11.864,Graminoid,,,,,0.125,73.13333,No,Mesic_tundra,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,0.847,Graminoid,,,,,0.125,73.13333,No,Mesic_tundra,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,10.169,Graminoid,,,,,0.125,73.13333,No,Mesic_tundra,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,0.678,Graminoid,,,,,0.125,73.13333,No,Mesic_tundra,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,14.407,Graminoid,,,,,0.17,73.13333,No,Mesic_tundra,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,1.271,Graminoid,,,,,0.17,73.13333,No,Mesic_tundra,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,11.525,Graminoid,,,,,0.17,73.13333,No,Mesic_tundra,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,1.017,Graminoid,,,,,0.17,73.13333,No,Mesic_tundra,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Mean,,18.136,Graminoid,,,,,0.212,73.13333,No,Mesic_tundra,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Warmed_Var,,1.525,Graminoid,,,,,0.212,73.13333,No,Mesic_tundra,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Mean,,15.508,Graminoid,,,,,0.212,73.13333,No,Mesic_tundra,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig2,Biomass_above,mean_SE,,g/m^2,Ambient_Var,,1.61,Graminoid,,,,,0.212,73.13333,No,Mesic_tundra,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.561,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,Panel A
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.123,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.509,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.105,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.912,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.088,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.991,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.079,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.035,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.061,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.368,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.053,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.535,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.035,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.728,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.035,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,3.219,Graminoid,Eriophorum,scheuchzeri,,,0.083,73.13333,No,,Total,10-18 June,Panel B
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.114,Graminoid,Eriophorum,scheuchzeri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,3.009,Graminoid,Eriophorum,scheuchzeri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.123,Graminoid,Eriophorum,scheuchzeri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,3.096,Graminoid,Eriophorum,scheuchzeri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.096,Graminoid,Eriophorum,scheuchzeri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,3.237,Graminoid,Eriophorum,scheuchzeri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.079,Graminoid,Eriophorum,scheuchzeri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.43,Graminoid,Eriophorum,scheuchzeri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.088,Graminoid,Eriophorum,scheuchzeri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.825,Graminoid,Eriophorum,scheuchzeri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.07,Graminoid,Eriophorum,scheuchzeri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.956,Graminoid,Eriophorum,scheuchzeri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.061,Graminoid,Eriophorum,scheuchzeri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.263,Graminoid,Eriophorum,scheuchzeri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.053,Graminoid,Eriophorum,scheuchzeri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,3.596,Graminoid,Arctagrostis,latifolia,,,0.083,73.13333,No,,Total,15-24 June,Panel C
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.07,Graminoid,Arctagrostis,latifolia,,,0.083,73.13333,No,,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,3.772,Graminoid,Arctagrostis,latifolia,,,0.083,73.13333,No,,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.088,Graminoid,Arctagrostis,latifolia,,,0.083,73.13333,No,,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.544,Graminoid,Arctagrostis,latifolia,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.096,Graminoid,Arctagrostis,latifolia,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.895,Graminoid,Arctagrostis,latifolia,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.07,Graminoid,Arctagrostis,latifolia,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.114,Graminoid,Arctagrostis,latifolia,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.061,Graminoid,Arctagrostis,latifolia,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.456,Graminoid,Arctagrostis,latifolia,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.105,Graminoid,Arctagrostis,latifolia,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.807,Graminoid,Arctagrostis,latifolia,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.07,Graminoid,Arctagrostis,latifolia,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.088,Graminoid,Arctagrostis,latifolia,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.07,Graminoid,Arctagrostis,latifolia,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,2.188,Graminoid,Luzula,,,,0.083,73.13333,No,,Total,15-24 June,Panel D
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.07,Graminoid,Luzula,,,,0.083,73.13333,No,,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,2.194,Graminoid,Luzula,,,,0.083,73.13333,No,,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.089,Graminoid,Luzula,,,,0.083,73.13333,No,,Total,15-24 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.612,Graminoid,Luzula,,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.053,Graminoid,Luzula,,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.812,Graminoid,Luzula,,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.053,Graminoid,Luzula,,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.376,Graminoid,Luzula,,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.029,Graminoid,Luzula,,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.535,Graminoid,Luzula,,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.029,Graminoid,Luzula,,,,0.17,73.13333,No,,Total,13-19 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Mean,,1.229,Graminoid,Luzula,,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Warmed_Var,,0.035,Graminoid,Luzula,,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Mean,,1.324,Graminoid,Luzula,,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig3,Nitrogen_above,mean_SE,,percent,Ambient_Var,,0.012,Graminoid,Luzula,,,,0.212,73.13333,No,,Total,26-29 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Mean,,0.197,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,Panel A
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Var,,0.021,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Mean,,0.171,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Var,,0.013,Graminoid,Dupontia,fisheri,,,0.083,73.13333,No,,Total,10-18 June,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Mean,,0.399,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Var,,0.031,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Mean,,0.334,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Var,,0.02,Graminoid,Dupontia,fisheri,,,0.125,73.13333,No,,Total,June - July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Mean,,0.436,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Var,,0.026,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Mean,,0.4,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Var,,0.016,Graminoid,Dupontia,fisheri,,,0.17,73.13333,No,,Total,8-14 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Mean,,0.369,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Var,,0.021,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Mean,,0.389,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Ambient_Var,,0.026,Graminoid,Dupontia,fisheri,,,0.212,73.13333,No,,Total,22-28 July,
EP,83,Doiron_2014_JEcol,2007,Pub83_Fig4,Nitrogen_above,mean_SE,,g/m^2,Warmed_Mean,,0.226,Graminoid,Eriophorum,scheuchzeri,,,0.083,73.13333,No,,Total,10-18 June,Panel B
