User,Pub_number,Pub_info,Study_year_start,File_name,Var_type,Value_error,Xunits,Yunits,Variable,Xvalue,Yvalue,Func_group,Genus,Species,Amount_warmed_C,Amount_warmed_type,Years_warmed,Latitude,Year_round_warm,Site,Tissue_Type,Notes,Comments,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_num,mean_SE,,count,Warmed_Mean,,20.446,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_num,mean_SE,,count,Warmed_Var,,2.411,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_num,mean_SE,,count,Ambient_Mean,,18.929,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_num,mean_SE,,count,Ambient_Var,,1.964,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Warmed_Mean,,0.783,Forb,Polygonum,viviparum,1,GrowingSeason_average,0.083,46.48333,No,,,1994,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Warmed_Var,,0.075,Forb,Polygonum,viviparum,1,GrowingSeason_average,0.083,46.48333,No,,,1994,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Ambient_Mean,,0.81,Forb,Polygonum,viviparum,1,GrowingSeason_average,0.083,46.48333,No,,,1994,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Ambient_Var,,0.096,Forb,Polygonum,viviparum,1,GrowingSeason_average,0.083,46.48333,No,,,1994,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Warmed_Mean,,0.721,Forb,Polygonum,viviparum,1,GrowingSeason_average,1.083,46.48333,No,,,1995,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Warmed_Var,,0.113,Forb,Polygonum,viviparum,1,GrowingSeason_average,1.083,46.48333,No,,,1995,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Ambient_Mean,,0.662,Forb,Polygonum,viviparum,1,GrowingSeason_average,1.083,46.48333,No,,,1995,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Ambient_Var,,0.062,Forb,Polygonum,viviparum,1,GrowingSeason_average,1.083,46.48333,No,,,1995,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Warmed_Mean,,1.004,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Warmed_Var,,0.096,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Ambient_Mean,,0.833,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,38,Gugerli_2001_BotHelv,1994,Pub38_Fig2,Fruit_weight,mean_SE,,mg,Ambient_Var,,0.075,Forb,Polygonum,viviparum,1,GrowingSeason_average,2.083,46.48333,No,,,1996,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,199.545,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,197.727,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,186.364,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,187.273,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,176.364,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,176.364,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,166.818,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.818,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,169.545,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,169.545,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,170.455,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Erigeron,bellidioides,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,184,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,184,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,158.571,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,159.714,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,168,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,2.857,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,178.571,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,3.714,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,143.143,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.143,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,150.286,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,2.571,Graminoid,Carex,breviculmis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,199.167,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,204.375,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,2.917,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,190.418,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.667,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,193.542,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,176.458,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,184.375,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,1.875,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,176.458,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,2.083,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,178.333,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,1.667,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,184.792,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,2.292,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,190.625,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,2.708,Forb,Craspedia,jamesii,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,169.649,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.93,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,166.316,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,1.228,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,154.386,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,152.807,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,1.228,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,148.596,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,2.281,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,153.158,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,147.719,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,148.421,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Forb,Ranunculus,victoriensis,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,204.17,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.25,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,205,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,206.786,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,2.321,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,210.714,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,3.75,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,187.321,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,0,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,189.286,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,0,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,183.036,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.964,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,195.357,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,2.679,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,3.58,-36.84331,No,,,2006/7,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Mean,,187.321,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Warmed_Var,,1.25,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Mean,,190.714,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig1,Phen_bud_break,mean_SE,,julian_date,Ambient_Var,,1.071,Graminoid,Poa,hiemata,0.9,GrowingSeason_average,4.58,-36.84331,No,,,2007/8,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Mean,,200.323,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Var,,2.581,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Mean,,197.742,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Var,,0,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,0.58,-36.84331,No,,,2003/4,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Mean,,184.516,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Var,,2.258,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Mean,,188.71,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Ambient_Var,,0,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,1.58,-36.84331,No,,,2004/5,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Mean,,175.161,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
JA,39,Hoffmann_2010_JEcol,2003,Pub39_Fig2,Phen_flwr,mean_SE,,julian_date,Warmed_Var,,0,Ever_Shrub,Asterolasia,trymaliodies,0.9,GrowingSeason_average,2.58,-36.84331,No,,,2005/6,,
